id,one,two
9490,974,988
9491,888,91
9492,208,171
9493,426,92
9494,870,116
9495,1245,139
9496,1283,1290
9497,248,755
9498,88,534
9499,362,1144
9500,568,699
9501,382,21
9502,128,50
9503,1060,1151
9504,886,631
9505,478,654
9506,1244,330
9507,656,459
9508,722,869
9509,468,966
9510,476,209
9511,609,1093
9512,705,1217
9513,881,196
9514,908,772
9515,1123,1196
9516,185,1190
9517,1225,1266
9518,498,1050
9519,587,197
9520,909,610
9521,392,1237
9522,778,1051
9523,202,475
9524,373,98
9525,606,1280
9526,109,684
9527,806,553
9528,328,283
9529,763,1029
9530,675,1282
9531,510,13
9532,716,539
9533,1277,1145
9534,1212,1048
9535,431,464
9536,804,846
9537,865,209
9538,172,706
9539,806,879
9540,1158,335
9541,445,94
9542,436,537
9543,945,643
9544,1050,349
9545,1182,269
9546,293,1224
9547,520,1267
9548,890,859
9549,891,943
9550,944,1031
9551,410,409
9552,523,302
9553,177,412
9554,308,331
9555,450,379
9556,551,1079
9557,444,1022
9558,222,1190
9559,73,193
9560,58,1110
9561,1230,3
9562,3,782
9563,1078,301
9564,1259,1168
9565,1226,881
9566,1284,488
9567,113,1061
9568,64,19
9569,888,152
9570,1157,269
9571,513,868
9572,484,475
9573,1314,166
9574,708,390
9575,902,276
9576,972,283
9577,870,1184
9578,1162,642
9579,711,896
9580,608,1052
9581,1113,328
9582,562,1310
9583,8,306
9584,30,1053
9585,1175,975
9586,364,969
9587,1087,840
9588,120,1003
9589,780,150
9590,443,70
9591,229,272
9592,81,1031
9593,702,1004
9594,1025,41
9595,705,1147
9596,726,331
9597,572,908
9598,1194,318
9599,763,426
9600,13,127
9601,623,540
9602,1131,120
9603,448,1159
9604,208,1264
9605,521,879
9606,668,915
9607,889,392
9608,693,800
9609,25,1306
9610,585,1220
9611,1139,1024
9612,1050,1040
9613,468,788
9614,535,881
9615,669,716
9616,848,1110
9617,661,815
9618,96,684
9619,174,1216
9620,1003,329
9621,880,183
9622,1201,222
9623,816,336
9624,390,82
9625,246,190
9626,736,1004
9627,508,142
9628,519,827
9629,1070,1264
9630,101,687
9631,615,1197
9632,709,415
9633,773,497
9634,386,1054
9635,1019,247
9636,522,158
9637,587,585
9638,1041,1047
9639,734,12
9640,50,1124
9641,610,1217
9642,263,505
9643,731,1022
9644,416,433
9645,691,549
9646,705,706
9647,381,447
9648,790,46
9649,1265,175
9650,458,1245
9651,747,1074
9652,812,519
9653,432,432
9654,822,1156
9655,1143,1027
9656,1057,1068
9657,45,263
9658,711,1138
9659,580,483
9660,539,495
9661,888,699
9662,1180,1071
9663,723,813
9664,242,1082
9665,448,765
9666,1191,1205
9667,1136,374
9668,382,603
9669,757,457
9670,350,76
9671,676,1183
9672,995,667
9673,453,158
9674,397,307
9675,458,640
9676,1097,98
9677,182,1306
9678,214,538
9679,469,336
9680,784,1241
9681,884,199
9682,1274,361
9683,812,110
9684,547,214
9685,813,536
9686,514,1087
9687,636,734
9688,686,804
9689,410,1038
9690,626,341
9691,827,836
9692,904,960
9693,790,1138
9694,1141,1139
9695,329,662
9696,415,305
9697,908,712
9698,786,614
9699,1095,1247
9700,915,567
9701,667,1294
9702,925,719
9703,20,487
9704,486,19
9705,900,834
9706,1268,281
9707,907,1310
9708,536,1136
9709,572,402
9710,800,565
9711,451,236
9712,812,341
9713,381,1249
9714,908,769
9715,524,837
9716,599,147
9717,871,1155
9718,1164,1179
9719,1001,20
9720,1305,930
9721,433,30
9722,1209,72
9723,1250,461
9724,727,586
9725,116,1181
9726,701,544
9727,212,650
9728,748,319
9729,913,1028
9730,626,1270
9731,201,123
9732,1048,969
9733,836,74
9734,454,282
9735,1273,1120
9736,170,1173
9737,716,796
9738,1092,982
9739,546,917
9740,971,881
9741,100,1015
9742,331,325
9743,673,307
9744,405,1033
9745,1154,323
9746,380,1265
9747,46,263
9748,553,220
9749,523,827
9750,1262,853
9751,900,592
9752,931,190
9753,737,467
9754,1007,502
9755,1132,344
9756,131,964
9757,162,1272
9758,434,792
9759,436,800
9760,1107,1019
9761,506,790
9762,737,192
9763,397,913
9764,1097,730
9765,221,544
9766,247,1077
9767,984,180
9768,674,336
9769,157,364
9770,992,1083
9771,660,220
9772,837,376
9773,130,323
9774,1250,1078
9775,999,1239
9776,841,532
9777,918,1113
9778,117,353
9779,649,808
9780,913,135
9781,109,972
9782,312,654
9783,1174,1181
9784,453,1126
9785,932,1171
9786,188,420
9787,397,1089
9788,14,645
9789,1246,84
9790,1258,1140
9791,1039,1281
9792,673,533
9793,1114,30
9794,961,801
9795,1035,258
9796,409,324
9797,725,326
9798,856,929
9799,1120,91
9800,286,1267
9801,664,398
9802,4,1313
9803,773,1149
9804,333,79
9805,81,759
9806,899,413
9807,730,873
9808,400,1268
9809,1060,1276
9810,214,354
9811,658,1171
9812,536,189
9813,1151,1278
9814,1135,817
9815,707,98
9816,204,875
9817,562,954
9818,478,41
9819,57,193
9820,799,101
9821,209,136
9822,1231,995
9823,947,1241
9824,393,1287
9825,861,1036
9826,319,996
9827,317,1070
9828,1108,670
9829,169,265
9830,150,183
9831,976,127
9832,786,278
9833,1238,563
9834,1279,596
9835,609,903
9836,838,653
9837,1067,133
9838,637,325
9839,560,1272
9840,92,1304
9841,1256,1254
9842,599,327
9843,684,64
9844,354,921
9845,656,1049
9846,97,111
9847,290,1300
9848,1242,589
9849,770,38
9850,462,1216
9851,450,626
9852,441,455
9853,421,438
9854,868,260
9855,676,1215
9856,607,458
9857,133,392
9858,546,353
9859,856,766
9860,968,550
9861,510,1286
9862,410,945
9863,380,97
9864,483,1005
9865,597,1107
9866,952,755
9867,1019,1233
9868,709,1166
9869,434,990
9870,799,787
9871,1242,273
9872,144,1108
9873,201,9
9874,390,1108
9875,875,1080
9876,1227,176
9877,112,1090
9878,578,1024
9879,262,706
9880,656,335
9881,714,61
9882,549,882
9883,915,943
9884,506,230
9885,902,808
9886,688,527
9887,171,423
9888,618,981
9889,669,578
9890,64,1263
9891,693,669
9892,220,1260
9893,916,155
9894,742,911
9895,865,63
9896,256,225
9897,887,185
9898,864,1282
9899,268,1137
9900,912,1291
9901,800,1255
9902,457,226
9903,660,54
9904,567,1103
9905,481,11
9906,569,733
9907,468,407
9908,260,765
9909,279,493
9910,976,779
9911,35,203
9912,369,319
9913,498,2
9914,846,586
9915,565,981
9916,622,75
9917,153,120
9918,1042,1311
9919,277,1269
9920,763,293
9921,815,787
9922,341,178
9923,882,1213
9924,677,424
9925,738,495
9926,1134,1011
9927,575,1303
9928,780,1289
9929,166,50
9930,1041,696
9931,522,871
9932,930,932
9933,677,959
9934,1212,1271
9935,276,591
9936,1019,580
9937,638,221
9938,943,1053
9939,184,491
9940,659,73
9941,634,869
9942,677,800
9943,716,841
9944,784,119
9945,489,61
9946,190,647
9947,446,1153
9948,590,864
9949,804,112
9950,1097,261
9951,57,1106
9952,377,1249
9953,963,843
9954,582,81
9955,832,486
9956,674,1119
9957,365,695
9958,1160,1084
9959,1019,1027
9960,1123,72
9961,648,762
9962,399,192
9963,808,188
9964,649,555
9965,623,945
9966,506,1261
9967,362,262
9968,1059,123
9969,541,156
9970,720,692
9971,176,361
9972,679,914
9973,1265,949
9974,1177,1088
9975,278,331
9976,112,289
9977,519,5
9978,1014,755
9979,497,1053
9980,1147,1198
9981,600,1158
9982,1311,365
9983,1240,145
9984,241,262
9985,60,102
9986,942,482
9987,905,113
9988,784,320
9989,846,437
9990,428,178
9991,583,809
9992,969,211
9993,87,949
9994,391,373
9995,246,42
9996,363,1230
9997,518,176
9998,618,1231
9999,478,152
10000,924,252
10001,791,1286
10002,700,120
10003,737,597
10004,134,542
10005,703,712
10006,108,713
10007,666,782
10008,44,32
10009,1003,583
10010,973,1141
10011,909,1127
10012,117,1265
10013,711,442
10014,1178,183
10015,128,699
10016,821,1058
10017,721,171
10018,591,1139
10019,1210,797
10020,962,736
10021,962,1093
10022,25,505
10023,263,72
10024,1003,50
10025,848,1187
10026,623,1229
10027,902,1192
10028,1112,1250
10029,806,608
10030,1027,19
10031,971,948
10032,402,543
10033,40,176
10034,639,616
10035,973,274
10036,459,341
10037,661,479
10038,779,1122
10039,577,404
10040,820,397
10041,1219,895
10042,1198,1169
10043,581,1137
10044,435,342
10045,557,752
10046,1112,3
10047,87,1060
10048,1131,852
10049,109,1208
10050,97,276
10051,21,437
10052,870,446
10053,1275,1276
10054,1180,851
10055,512,1090
10056,89,267
10057,501,840
10058,714,1262
10059,252,475
10060,1046,219
10061,424,864
10062,76,1017
10063,172,1240
10064,876,1026
10065,659,55
10066,1303,198
10067,355,701
10068,192,857
10069,1084,1025
10070,917,1221
10071,380,1209
10072,526,651
10073,228,942
10074,426,641
10075,909,887
10076,530,198
10077,377,525
10078,1012,956
10079,511,1102
10080,1116,651
10081,1226,207
10082,13,951
10083,1175,1117
10084,470,1226
10085,306,756
10086,66,912
10087,14,261
10088,272,242
10089,690,505
10090,973,1
10091,670,937
10092,799,707
10093,922,99
10094,495,730
10095,556,394
10096,890,346
10097,888,61
10098,1043,1300
10099,784,700
10100,436,425
10101,673,854
10102,1142,1060
10103,866,742
10104,1118,296
10105,571,794
10106,757,1214
10107,541,937
10108,508,535
10109,1095,307
10110,664,834
10111,1130,300
10112,595,1053
10113,967,403
10114,1100,289
10115,1158,638
10116,1087,482
10117,1105,1051
10118,663,1163
10119,495,661
10120,175,538
10121,897,246
10122,420,1118
10123,91,1224
10124,1021,507
10125,980,1067
10126,389,882
10127,839,30
10128,1089,645
10129,383,120
10130,130,718
10131,822,1141
10132,1312,456
10133,515,1240
10134,749,905
10135,655,1178
10136,142,874
10137,935,774
10138,726,1098
10139,876,277
10140,934,970
10141,274,1245
10142,628,1219
10143,1057,722
10144,1096,1170
10145,523,826
10146,686,806
10147,573,67
10148,857,293
10149,1235,255
10150,1169,1072
10151,1221,1036
10152,487,320
10153,395,567
10154,920,1026
10155,963,1313
10156,95,1302
10157,356,730
10158,265,1053
10159,691,31
10160,653,807
10161,501,219
10162,753,64
10163,1,13
10164,590,1069
10165,1288,1088
10166,944,360
10167,798,782
10168,443,259
10169,674,1073
10170,693,1157
10171,85,91
10172,1233,39
10173,265,754
10174,790,617
10175,614,1187
10176,915,387
10177,395,42
10178,528,1121
10179,573,277
10180,702,821
10181,573,1213
10182,858,115
10183,799,800
10184,124,8
10185,670,61
10186,727,912
10187,677,90
10188,45,1316
10189,1195,226
10190,882,923
10191,587,1035
10192,1035,60
10193,54,1235
10194,1050,657
10195,233,491
10196,230,115
10197,822,504
10198,394,61
10199,923,543
10200,1095,1116
10201,1164,611
10202,1029,316
10203,114,1127
10204,594,416
10205,1297,809
10206,206,906
10207,982,218
10208,1312,692
10209,951,695
10210,84,1310
10211,1168,65
10212,47,273
10213,908,773
10214,143,224
10215,976,593
10216,1031,177
10217,645,288
10218,344,612
10219,362,37
10220,568,185
10221,466,937
10222,295,1223
10223,635,735
10224,1208,123
10225,629,605
10226,1149,1304
10227,567,262
10228,575,631
10229,963,589
10230,1266,1184
10231,812,897
10232,757,1302
10233,856,44
10234,21,964
10235,520,1107
10236,675,1035
10237,425,1059
10238,710,23
10239,615,378
10240,1042,1272
10241,602,532
10242,1005,959
10243,485,955
10244,1133,1038
10245,441,467
10246,1121,997
10247,946,1277
10248,397,499
10249,771,185
10250,1253,339
10251,438,573
10252,1252,1247
10253,1107,65
10254,457,260
10255,1227,1256
10256,267,762
10257,126,1303
10258,556,502
10259,133,642
10260,693,837
10261,18,231
10262,773,733
10263,596,327
10264,544,745
10265,428,1017
10266,841,797
10267,738,78
10268,390,880
10269,1218,1001
10270,549,948
10271,522,688
10272,254,1106
10273,1259,509
10274,728,100
10275,755,232
10276,542,307
10277,758,34
10278,726,330
10279,784,1053
10280,2,39
10281,866,1156
10282,1040,180
10283,870,598
10284,764,1125
10285,1221,852
10286,581,4
10287,387,1047
10288,812,780
10289,1307,671
10290,233,937
10291,395,990
10292,715,1141
10293,603,686
10294,1063,257
10295,661,1176
10296,1300,1078
10297,214,937
10298,599,729
10299,988,1137
10300,629,681
10301,988,270
10302,873,25
10303,1242,206
10304,956,12
10305,513,126
10306,20,849
10307,144,490
10308,913,928
10309,312,1159
10310,1098,509
10311,808,154
10312,94,126
10313,346,952
10314,800,177
10315,1129,357
10316,862,11
10317,64,67
10318,971,706
10319,509,483
10320,1254,483
10321,29,1229
10322,722,1231
10323,549,155
10324,1073,1079
10325,351,1223
10326,311,582
10327,649,794
10328,80,1198
10329,677,532
10330,886,166
10331,399,1140
10332,159,689
10333,677,1299
10334,1034,671
10335,219,1134
10336,253,823
10337,842,493
10338,504,577
10339,1288,825
10340,781,1180
10341,210,53
10342,515,58
10343,649,636
10344,233,156
10345,1049,1261
10346,824,48
10347,476,346
10348,98,353
10349,962,935
10350,21,461
10351,917,141
10352,1084,1220
10353,549,375
10354,1020,261
10355,1222,1256
10356,205,465
10357,1189,336
10358,656,773
10359,328,1143
10360,1255,825
10361,41,196
10362,1079,1152
10363,1157,6
10364,1267,651
10365,608,1211
10366,716,612
10367,1104,878
10368,70,1168
10369,165,731
10370,1107,782
10371,86,1088
10372,500,522
10373,452,155
10374,735,805
10375,346,930
10376,489,1287
10377,1077,400
10378,419,530
10379,919,35
10380,584,456
10381,559,315
10382,838,1061
10383,1254,60
10384,356,1040
10385,544,1088
10386,404,940
10387,259,310
10388,649,798
10389,458,423
10390,93,458
10391,937,1136
10392,365,642
10393,1217,456
10394,757,311
10395,1127,671
10396,785,664
10397,1269,1121
10398,403,22
10399,535,751
10400,1308,191
10401,1028,699
10402,479,539
10403,1139,1020
10404,1059,224
10405,295,1308
10406,757,666
10407,404,722
10408,178,229
10409,965,888
10410,120,458
10411,603,434
10412,502,1174
10413,474,804
10414,1191,161
10415,1265,494
10416,556,978
10417,667,77
10418,113,647
10419,647,1117
10420,830,273
10421,1171,496
10422,472,1172
10423,571,1029
10424,516,111
10425,659,168
10426,744,16
10427,242,512
10428,804,1
10429,703,403
10430,1025,336
10431,491,60
10432,131,253
10433,511,127
10434,999,256
10435,726,419
10436,1032,1295
10437,372,293
10438,677,909
10439,837,984
10440,422,880
10441,846,985
10442,1179,335
10443,809,1280
10444,117,151
10445,622,1305
10446,640,538
10447,649,945
10448,474,848
10449,710,363
10450,100,816
10451,1205,333
10452,494,147
10453,68,1132
10454,425,336
10455,854,563
10456,838,393
10457,1165,244
10458,466,205
10459,787,958
10460,865,975
10461,1292,542
10462,668,1245
10463,901,482
10464,1227,1226
10465,452,822
10466,816,958
10467,11,1017
10468,574,1125
10469,305,647
10470,957,58
10471,978,1167
10472,891,427
10473,702,257
10474,232,348
10475,714,6
10476,169,1051
10477,762,944
10478,175,1156
10479,711,643
10480,1193,1139
10481,672,991
10482,147,712
10483,382,992
10484,45,751
10485,15,828
10486,1259,938
10487,711,82
10488,427,588
10489,199,982
10490,103,616
10491,647,954
10492,216,267
10493,1141,81
10494,782,1059
10495,1177,313
10496,1280,797
10497,1154,367
10498,922,834
10499,82,398
10500,1128,152
10501,477,119
10502,1053,177
10503,976,1254
10504,875,126
10505,454,489
10506,1022,1304
10507,546,677
10508,91,40
10509,1019,1274
10510,1080,194
10511,520,986
10512,72,1203
10513,248,792
10514,528,709
10515,960,951
10516,891,821
10517,798,162
10518,350,296
10519,134,104
10520,137,277
10521,1285,731
10522,248,196
10523,531,742
10524,744,239
10525,776,9
10526,1013,1072
10527,431,721
10528,818,504
10529,452,391
10530,812,333
10531,359,68
10532,1106,464
10533,713,378
10534,432,583
10535,990,201
10536,1282,1118
10537,64,819
10538,1313,429
10539,877,358
10540,936,1179
10541,675,385
10542,1003,847
10543,352,514
10544,448,1214
10545,669,463
10546,509,542
10547,1140,1165
10548,838,1033
10549,206,392
10550,96,17
10551,1100,159
10552,1169,208
10553,901,403
10554,675,1158
10555,168,307
10556,434,48
10557,520,1265
10558,689,1300
10559,401,542
10560,179,172
10561,1166,1036
10562,905,666
10563,1238,338
10564,1307,802
10565,454,846
10566,674,595
10567,522,259
10568,789,493
10569,1317,198
10570,820,807
10571,527,111
10572,124,507
10573,395,439
10574,988,741
10575,156,194
10576,1034,892
10577,561,1210
10578,1291,1288
10579,237,154
10580,1213,611
10581,920,620
10582,935,426
10583,572,1145
10584,801,159
10585,502,338
10586,668,368
10587,16,1049
10588,1005,226
10589,767,1227
10590,758,788
10591,80,950
10592,1119,564
10593,950,1178
10594,1281,369
10595,818,395
10596,1271,468
10597,340,1082
10598,330,195
10599,35,986
10600,781,656
10601,454,858
10602,676,598
10603,159,124
10604,189,128
10605,568,1252
10606,287,385
10607,865,812
10608,1005,1292
10609,1282,203
10610,1089,955
10611,806,120
10612,446,739
10613,974,325
10614,1027,1005
10615,660,484
10616,495,631
10617,215,1253
10618,868,526
10619,711,1027
10620,305,45
10621,661,390
10622,1066,809
10623,1219,1249
10624,886,742
10625,383,278
10626,176,740
10627,1166,796
10628,600,28
10629,142,792
10630,687,197
10631,2,825
10632,367,310
10633,142,703
10634,1309,849
10635,726,574
10636,640,937
10637,1122,938
10638,245,1213
10639,363,1218
10640,1214,136
10641,21,547
10642,518,1082
10643,82,940
10644,841,50
10645,631,1059
10646,245,283
10647,454,264
10648,67,611
10649,612,53
10650,911,1156
10651,356,5
10652,703,449
10653,381,625
10654,1221,206
10655,316,225
10656,750,834
10657,1107,895
10658,706,621
10659,1113,64
10660,1079,1201
10661,839,338
10662,603,1107
10663,46,509
10664,122,112
10665,47,1117
10666,646,50
10667,668,689
10668,86,351
10669,1256,12
10670,515,101
10671,479,686
10672,1225,962
10673,947,766
10674,1076,62
10675,90,1233
10676,205,1236
10677,162,154
10678,781,1262
10679,868,1035
10680,790,746
10681,110,1229
10682,157,1039
10683,266,755
10684,431,1163
10685,646,957
10686,122,596
10687,1212,1169
10688,458,955
10689,614,404
10690,393,1143
10691,96,958
10692,1178,218
10693,579,159
10694,40,290
10695,872,315
10696,622,534
10697,890,923
10698,1055,1012
10699,532,89
10700,643,1039
10701,1112,457
10702,1312,684
10703,889,290
10704,300,186
10705,770,366
10706,571,1013
10707,367,277
10708,508,528
10709,764,780
10710,513,621
10711,1236,203
10712,1004,692
10713,824,429
10714,62,511
10715,417,1179
10716,167,759
10717,1085,877
10718,827,782
10719,286,194
10720,265,1119
10721,916,880
10722,81,13
10723,459,1096
10724,584,414
10725,622,591
10726,83,334
10727,1311,1074
10728,142,1009
10729,44,1033
10730,9,582
10731,927,657
10732,63,1211
10733,811,387
10734,994,1269
10735,44,1164
10736,291,159
10737,1153,213
10738,725,870
10739,1302,1011
10740,415,706
10741,1244,1014
10742,781,975
10743,861,905
10744,270,969
10745,1273,786
10746,27,140
10747,1165,1272
10748,137,843
10749,210,1126
10750,208,180
10751,856,221
10752,106,66
10753,504,369
10754,660,1104
10755,525,22
10756,200,76
10757,482,88
10758,35,1003
10759,666,494
10760,931,309
10761,646,843
10762,302,1075
10763,685,718
10764,1166,699
10765,424,1205
10766,1001,1245
10767,519,989
10768,885,307
10769,945,1168
10770,1240,445
10771,433,35
10772,297,482
10773,1207,1148
10774,357,300
10775,943,1215
10776,335,198
10777,1091,642
10778,416,684
10779,403,60
10780,801,271
10781,1213,404
10782,989,932
10783,181,525
10784,468,486
10785,984,267
10786,235,396
10787,556,441
10788,100,885
10789,1144,760
10790,599,868
10791,527,757
10792,550,1247
10793,1233,282
10794,917,726
10795,299,1177
10796,984,666
10797,1167,525
10798,1297,862
10799,1311,108
10800,41,582
10801,950,938
10802,89,1095
10803,854,805
10804,546,450
10805,735,889
10806,332,754
10807,1161,926
10808,136,351
10809,1267,1279
10810,1265,692
10811,1123,1005
10812,945,394
10813,107,794
10814,616,244
10815,428,1260
10816,1175,192
10817,616,840
10818,177,694
10819,680,1265
10820,1014,225
10821,528,800
10822,539,497
10823,824,59
10824,481,1025
10825,724,785
10826,148,249
10827,1198,374
10828,27,82
10829,770,272
10830,1148,300
10831,698,308
10832,42,1026
10833,1260,444
10834,266,206
10835,785,805
10836,736,1128
10837,117,438
10838,1232,866
10839,1011,359
10840,73,860
10841,872,837
10842,332,976
10843,676,655
10844,437,995
10845,744,83
10846,1226,1208
10847,306,692
10848,824,69
10849,1290,1182
10850,65,911
10851,963,1152
10852,889,509
10853,417,1051
10854,323,642
10855,672,744
10856,708,1154
10857,1214,349
10858,85,1191
10859,1174,1041
10860,807,990
10861,175,913
10862,581,274
10863,531,104
10864,205,1186
10865,904,1190
10866,841,1261
10867,500,623
10868,496,591
10869,118,1313
10870,807,1263
10871,401,271
10872,260,138
10873,697,1149
10874,446,643
10875,961,1061
10876,180,1315
10877,341,715
10878,1276,1073
10879,1241,322
10880,689,1123
10881,743,476
10882,956,435
10883,1291,331
10884,772,319
10885,702,258
10886,431,826
10887,1116,526
10888,757,189
10889,928,406
10890,1127,136
10891,111,1241
10892,824,507
10893,1168,1248
10894,368,1198
10895,581,957
10896,714,661
10897,590,238
10898,597,426
10899,254,567
10900,256,1060
10901,528,284
10902,46,180
10903,1304,334
10904,969,1134
10905,1171,1306
10906,187,1054
10907,247,136
10908,414,1213
10909,857,289
10910,1083,126
10911,1074,325
10912,398,814
10913,601,42
10914,145,467
10915,321,330
10916,523,1105
10917,293,253
10918,677,1229
10919,999,1033
10920,915,255
10921,725,792
10922,820,927
10923,552,751
10924,68,1202
10925,1140,461
10926,587,1291
10927,1276,487
10928,119,173
10929,930,1209
10930,297,344
10931,529,181
10932,1143,11
10933,594,208
10934,1064,949
10935,606,407
10936,511,22
10937,484,391
10938,160,88
10939,812,1258
10940,480,1
10941,607,971
10942,568,935
10943,822,587
10944,551,746
10945,363,255
10946,412,318
10947,201,990
10948,929,618
10949,660,1279
10950,660,244
10951,520,179
10952,610,1271
10953,62,881
10954,897,1214
10955,1108,232
10956,507,719
10957,628,486
10958,189,69
10959,721,882
10960,137,711
10961,1164,1240
10962,396,959
10963,64,1262
10964,872,839
10965,311,835
10966,738,565
10967,1233,687
10968,157,540
10969,274,239
10970,446,979
10971,651,1099
10972,242,1199
10973,653,703
10974,569,617
10975,30,678
10976,822,1189
10977,47,733
10978,1110,912
10979,787,320
10980,626,205
10981,634,1058
10982,744,936
10983,721,613
10984,382,799
10985,341,17
10986,855,180
10987,1311,284
10988,1225,591
10989,705,1001
10990,796,234
10991,298,428
10992,462,115
10993,594,1297
10994,231,621
10995,544,685
10996,717,1262
10997,63,1272
10998,834,1260
10999,1310,596
11000,1154,1246
11001,306,14
11002,483,1215
11003,581,940
11004,526,1236
11005,918,538
11006,603,1144
11007,626,952
11008,883,571
11009,29,514
11010,531,232
11011,296,1171
11012,596,685
11013,1144,1017
11014,458,181
11015,394,711
11016,298,538
11017,721,329
11018,63,847
11019,697,1073
11020,135,79
11021,725,527
11022,1207,153
11023,861,476
11024,603,525
11025,556,127
11026,365,1245
11027,676,889
11028,1012,187
11029,488,755
11030,552,1214
11031,598,1293
11032,1215,1127
11033,407,140
11034,663,765
11035,744,389
11036,882,1311
11037,653,657
11038,259,1189
11039,1089,1102
11040,545,380
11041,106,562
11042,513,855
11043,305,155
11044,883,712
11045,1266,1132
11046,614,664
11047,1309,326
11048,432,957
11049,680,827
11050,134,232
11051,636,1252
11052,634,64
11053,1193,345
11054,702,203
11055,891,629
11056,730,666
11057,783,766
11058,463,595
11059,1265,372
11060,1027,152
11061,1032,1153
11062,446,198
11063,398,278
11064,728,493
11065,21,954
11066,173,301
11067,661,130
11068,488,501
11069,1040,666
11070,806,694
11071,282,404
11072,555,34
11073,54,937
11074,55,429
11075,462,540
11076,744,1253
11077,907,233
11078,746,340
11079,714,1091
11080,623,1096
11081,567,351
11082,330,354
11083,781,767
11084,1223,1056
11085,961,34
11086,357,483
11087,201,1040
11088,72,289
11089,158,442
11090,1063,188
11091,526,1273
11092,439,1195
11093,175,82
11094,901,1018
11095,849,715
11096,1199,403
11097,403,461
11098,653,1300
11099,748,1127
11100,922,131
11101,1214,56
11102,1236,91
11103,818,64
11104,914,555
11105,750,244
11106,1133,853
11107,91,225
11108,887,398
11109,1012,1255
11110,522,307
11111,962,929
11112,691,1050
11113,764,1081
11114,1117,257
11115,743,1268
11116,192,942
11117,865,749
11118,841,493
11119,747,71
11120,118,385
11121,902,457
11122,367,501
11123,1229,1162
11124,228,161
11125,1003,1119
11126,1128,494
11127,85,368
11128,1235,835
11129,1318,419
11130,284,553
11131,386,462
11132,171,774
11133,980,1204
11134,1079,255
11135,872,714
11136,1091,49
11137,133,1287
11138,831,943
11139,1154,1211
11140,653,568
11141,923,1201
11142,545,1173
11143,367,295
11144,757,285
11145,919,1005
11146,120,616
11147,367,662
11148,56,118
11149,376,1166
11150,158,1080
11151,818,108
11152,648,1211
11153,812,1050
11154,805,1118
11155,341,875
11156,873,1318
11157,375,818
11158,459,129
11159,204,931
11160,165,1292
11161,109,274
11162,1285,148
11163,1274,127
11164,317,288
11165,262,363
11166,485,367
11167,1314,344
11168,268,934
11169,432,144
11170,605,287
11171,934,150
11172,411,847
11173,410,689
11174,861,349
11175,1092,983
11176,380,472
11177,387,601
11178,162,1114
11179,791,98
11180,229,997
11181,746,1116
11182,207,1304
11183,661,101
11184,700,1218
11185,1104,475
11186,6,1269
11187,1032,213
11188,222,1043
11189,1073,338
11190,438,1181
11191,434,1263
11192,556,710
11193,8,166
11194,445,913
11195,84,718
11196,763,569
11197,580,286
11198,1238,152
11199,842,99
11200,308,840
11201,716,77
11202,538,1043
11203,1267,468
11204,70,722
11205,190,427
11206,1176,274
11207,505,561
11208,549,1294
11209,517,1119
11210,755,255
11211,592,1086
11212,128,499
11213,923,229
11214,1098,787
11215,590,365
11216,521,142
11217,424,423
11218,204,1029
11219,1306,862
11220,382,577
11221,505,754
11222,634,1005
11223,1149,1074
11224,454,141
11225,180,927
11226,1119,1317
11227,914,547
11228,215,330
11229,523,1265
11230,167,796
11231,1202,760
11232,1233,494
11233,35,337
11234,1055,846
11235,902,1265
11236,119,223
11237,356,499
11238,845,1307
11239,938,34
11240,627,585
11241,1154,340
11242,1062,220
11243,490,544
11244,392,152
11245,483,496
11246,1084,1216
11247,803,1304
11248,1235,310
11249,47,98
11250,907,632
11251,469,1208
11252,688,542
11253,1312,192
11254,719,498
11255,629,858
11256,651,434
11257,20,1111
11258,277,817
11259,651,529
11260,1095,931
11261,1252,353
11262,800,1096
11263,839,1292
11264,408,736
11265,1176,1282
11266,742,885
11267,1019,451
11268,897,46
11269,915,393
11270,365,208
11271,82,1253
11272,426,359
11273,673,529
11274,130,981
11275,472,1262
11276,1246,108
11277,439,2
11278,619,393
11279,1140,911
11280,397,126
11281,396,319
11282,838,557
11283,1184,1275
11284,27,1070
11285,1027,30
11286,343,240
11287,1151,928
11288,20,582
11289,1288,74
11290,1111,465
11291,274,840
11292,846,888
11293,362,312
11294,96,26
11295,380,1276
11296,650,995
11297,1123,618
11298,507,1093
11299,258,1053
11300,387,1312
11301,914,754
11302,173,615
11303,890,124
11304,700,295
11305,1033,530
11306,621,194
11307,604,762
11308,669,847
11309,1177,116
11310,182,1069
11311,399,978
11312,230,142
11313,651,369
11314,908,257
11315,158,862
11316,587,124
11317,818,641
11318,445,1187
11319,408,1245
11320,879,925
11321,513,493
11322,1242,501
11323,1207,480
11324,259,258
11325,838,837
11326,592,8
11327,481,694
11328,446,780
11329,1220,490
11330,460,1256
11331,485,203
11332,332,250
11333,230,102
11334,274,280
11335,721,257
11336,679,793
11337,635,449
11338,82,1053
11339,213,290
11340,958,910
11341,602,1176
11342,686,926
11343,532,1092
11344,537,828
11345,1307,53
11346,1022,1085
11347,1189,632
11348,743,330
11349,541,156
11350,122,1114
11351,614,774
11352,37,478
11353,192,456
11354,1244,352
11355,409,887
11356,1112,961
11357,1257,130
11358,1072,126
11359,450,805
11360,807,1220
11361,295,1081
11362,202,283
11363,588,1068
